GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Type_Occupation,Family_Members,age,Employed,Outcome
0,0,1,0,270000.0,3,4,3,1,4,1,35,1,0
1,0,0,0,148500.0,3,4,3,2,9,1,38,1,0
0,1,1,2,157500.0,0,1,1,1,12,4,37,1,0
0,0,1,0,90000.0,0,1,1,1,16,2,24,1,0
0,0,1,0,148500.0,1,4,1,1,13,2,58,0,0
0,0,0,0,99000.0,3,4,1,5,12,2,53,1,0
0,0,1,0,315000.0,1,4,4,1,13,1,62,0,0
0,0,1,1,162000.0,2,1,0,1,0,3,41,1,0
0,0,1,0,202500.0,0,4,4,1,11,1,47,1,0
0,1,1,0,225000.0,3,1,3,1,9,1,26,1,0
0,0,1,0,292500.0,3,1,1,1,4,2,57,1,0
0,0,1,0,67500.0,1,1,3,2,13,1,64,0,0
0,0,0,0,157500.0,3,1,2,1,12,1,47,1,0
0,0,1,0,135000.0,2,4,1,1,4,2,56,1,0
0,0,1,0,67500.0,3,1,1,1,4,2,39,1,0
0,0,1,0,144000.0,1,4,1,1,13,2,63,0,0
0,1,1,0,90000.0,1,4,1,1,13,2,63,0,0
0,0,1,0,112500.0,3,4,2,1,1,1,53,1,0
0,0,1,0,112500.0,3,4,3,1,9,1,27,1,0
0,0,1,0,135000.0,3,4,0,1,11,2,44,1,0
1,1,0,0,360000.0,2,1,1,1,19,2,27,1,0
0,0,1,1,112500.0,3,1,3,1,4,2,41,1,0
1,0,1,0,225000.0,3,4,0,1,11,2,28,1,0
0,1,1,0,112500.0,1,4,1,1,13,2,54,0,0
0,0,1,0,202500.0,3,4,1,1,7,2,41,1,0
1,1,1,0,202500.0,2,4,1,1,4,2,40,1,0
1,0,0,1,225000.0,0,4,1,5,5,3,48,1,0
1,1,1,2,112500.0,3,4,1,1,9,4,33,1,0
1,1,1,1,202500.0,0,4,0,1,7,3,34,1,0
1,1,0,0,328500.0,3,1,1,1,9,2,40,1,0
1,0,1,2,112500.0,0,4,1,1,9,4,29,1,0
1,1,1,0,202500.0,3,4,1,1,9,2,54,1,0
1,1,1,0,135000.0,3,4,1,1,16,2,28,1,0
0,0,1,2,270000.0,0,1,1,1,17,4,42,1,0
1,1,1,0,157500.0,3,4,1,1,5,2,31,1,0
0,0,1,0,193500.0,3,4,1,1,9,2,57,1,0
0,1,1,0,103500.0,1,4,1,1,13,2,59,0,0
1,1,1,0,90000.0,3,4,1,1,4,2,54,1,0
1,1,0,0,198000.0,0,1,1,1,11,2,37,1,0
0,0,1,0,202500.0,1,4,1,1,13,2,59,0,0
1,1,0,0,225000.0,3,4,1,1,9,2,29,1,0
1,1,1,0,72000.0,3,1,1,1,18,2,59,1,0
1,1,0,2,202500.0,3,4,1,1,9,4,43,1,0
0,1,1,1,247500.0,3,4,0,1,9,3,46,1,0
1,1,0,0,157500.0,2,4,1,1,19,2,40,1,0
0,0,0,0,225000.0,2,4,1,5,12,2,33,1,0
1,0,0,0,112500.0,0,4,3,2,9,1,43,1,0
1,1,1,1,180000.0,0,4,1,1,5,3,27,1,0
0,0,0,1,108000.0,3,4,2,1,9,2,39,1,0
0,1,0,0,202500.0,0,4,0,5,2,2,38,1,0
1,0,1,0,157500.0,0,4,1,1,9,2,57,1,0
0,0,1,1,90000.0,3,4,2,5,16,2,36,1,0
1,0,0,2,225000.0,3,1,0,1,9,4,45,1,0
0,0,1,0,90000.0,3,4,3,1,9,1,40,1,0
0,0,0,0,72000.0,3,4,3,1,1,1,51,1,0
1,0,1,0,157500.0,3,4,1,1,9,2,26,1,0
1,0,1,0,360000.0,0,4,1,1,11,2,34,1,0
0,1,0,0,216000.0,3,1,1,2,16,2,32,1,0
0,0,1,0,157500.0,0,4,1,1,9,2,41,1,0
1,1,1,0,315000.0,3,1,1,1,9,2,49,1,0
0,1,1,2,315000.0,2,4,1,1,11,4,33,1,0
0,1,0,0,135000.0,3,4,1,1,9,2,49,1,0
0,0,1,0,180000.0,2,1,1,1,4,2,47,1,0
1,1,0,0,157500.0,3,4,2,1,18,1,46,1,0
0,1,1,1,234000.0,3,4,3,1,9,2,56,1,0
0,1,1,0,99000.0,1,4,0,1,13,2,58,0,0
1,1,0,0,225000.0,0,4,1,1,5,2,49,1,0
1,1,1,1,292500.0,0,1,1,1,2,3,34,1,0
0,0,0,0,198000.0,1,4,4,1,13,1,60,0,0
0,0,1,0,90000.0,0,4,1,1,9,2,53,1,0
0,0,1,0,247500.0,1,1,1,1,13,2,60,0,0
0,0,0,1,157500.0,0,2,1,5,2,3,32,1,0
0,0,0,1,112500.0,0,1,1,1,11,3,43,1,0
0,1,0,0,180000.0,3,4,1,1,12,2,52,1,0
0,1,0,1,225000.0,3,1,3,5,9,2,37,1,0
0,1,1,1,225000.0,0,4,2,1,11,2,29,1,0
0,0,1,0,135000.0,3,4,1,1,11,2,55,1,0
1,0,1,0,112500.0,3,4,0,1,18,2,48,1,0
0,1,1,0,112500.0,1,4,1,1,13,2,57,0,0
1,1,0,0,180000.0,0,4,1,2,2,2,26,1,0
0,0,1,2,112500.0,3,4,1,1,9,4,35,1,0
0,0,0,0,117000.0,3,4,1,2,16,2,36,1,0
1,1,1,0,135000.0,3,4,1,1,9,2,52,1,0
1,1,0,2,270000.0,3,1,1,1,9,4,32,1,0
0,1,0,0,135000.0,0,1,1,1,7,2,31,1,0
1,1,1,1,157500.0,3,4,1,1,9,3,31,1,0
0,1,1,0,243000.0,3,4,3,1,16,1,40,1,0
1,0,0,0,121500.0,2,2,3,1,9,1,24,1,0
1,0,1,1,135000.0,3,4,1,1,9,3,32,1,0
1,1,1,0,225000.0,0,1,3,1,16,1,43,1,0
1,1,1,2,225000.0,3,1,1,1,5,4,36,1,0
1,1,0,0,112500.0,2,4,1,1,9,2,53,1,0
0,0,1,0,157500.0,1,4,1,1,13,2,62,0,0
1,1,0,0,202500.0,1,1,1,1,13,2,55,0,0
0,0,1,1,337500.0,3,4,0,1,9,3,48,1,0
0,0,0,1,103500.0,3,4,1,1,16,3,32,1,0
0,1,1,0,99000.0,1,4,1,1,13,2,57,0,0
0,1,0,1,67500.0,2,4,1,1,4,3,41,1,0
0,0,1,0,112500.0,1,4,1,1,13,2,57,0,0
0,0,1,0,270000.0,3,4,3,1,4,1,35,1,0
1,0,1,1,315000.0,0,4,1,1,4,3,33,1,0
0,0,1,0,135000.0,1,3,1,1,13,2,61,0,0
1,1,0,1,180000.0,3,1,1,1,5,3,30,1,0
0,0,1,0,225000.0,3,2,1,1,11,2,33,1,0
0,0,0,1,85500.0,3,4,0,1,0,3,27,1,0
0,0,1,0,135000.0,3,4,1,1,9,2,43,1,0
0,1,1,1,119700.0,3,1,1,1,9,3,35,1,0
1,0,1,0,112500.0,3,4,1,1,5,2,53,1,0
0,0,1,2,153000.0,0,1,1,1,0,4,36,1,0
0,0,1,2,216000.0,2,1,1,1,19,4,42,1,0
0,0,1,0,90000.0,2,4,1,1,19,2,47,1,0
0,0,0,1,108000.0,0,4,1,1,12,3,41,1,0
0,0,1,0,270000.0,1,1,1,1,13,2,61,0,0
0,0,0,0,76500.0,1,4,1,1,13,2,56,0,0
0,0,1,0,69372.0,3,4,1,1,9,2,43,1,0
0,0,1,1,135000.0,0,2,1,1,11,3,28,1,0
0,0,0,0,117000.0,3,4,1,1,9,2,56,1,0
0,0,1,0,202500.0,0,4,0,1,16,2,46,1,0
0,0,1,2,126000.0,3,4,1,1,16,4,27,1,0
0,0,1,0,135000.0,1,4,1,1,13,2,56,0,0
1,0,0,0,180000.0,3,4,3,5,5,1,35,1,0
0,1,1,0,225000.0,0,4,3,1,7,1,33,1,0
1,0,1,0,81000.0,0,1,3,1,9,1,27,1,0
0,1,1,1,157500.0,3,2,0,1,9,3,35,1,0
0,0,0,0,90000.0,1,4,4,1,13,1,58,0,0
1,1,1,1,225000.0,3,4,1,1,5,3,31,1,0
0,0,1,0,157500.0,1,4,1,1,13,2,61,0,0
0,0,1,0,103500.0,3,4,3,1,16,1,47,1,0
1,1,0,2,202500.0,0,1,1,1,11,4,32,1,0
0,1,0,0,135000.0,1,4,1,1,13,2,55,0,0
0,0,1,0,157500.0,0,4,1,1,9,2,47,1,0
1,0,0,0,180000.0,0,1,3,1,7,1,25,1,0
0,0,1,0,135000.0,3,4,3,1,16,1,37,1,0
1,0,1,1,225000.0,3,1,1,1,4,3,36,1,0
0,0,0,0,157500.0,3,4,1,1,9,2,53,1,0
0,0,1,0,387000.0,0,4,1,1,16,2,55,1,0
1,1,1,2,225000.0,3,4,1,1,9,4,28,1,0
1,0,1,0,225000.0,3,4,3,1,5,1,27,1,0
0,1,0,0,126000.0,2,2,3,1,4,1,32,1,0
0,1,1,2,135000.0,3,4,1,1,9,4,43,1,0
0,0,1,1,202500.0,3,4,1,1,9,3,43,1,0
1,1,1,2,225000.0,3,4,1,1,9,4,29,1,0
0,0,0,0,157500.0,0,1,2,5,2,1,43,1,0
1,1,1,1,202500.0,3,4,1,1,5,3,41,1,0
1,0,0,1,247500.0,3,4,3,1,9,2,46,1,0
1,1,1,0,225000.0,0,1,1,1,11,2,29,1,0
1,1,0,1,112500.0,3,4,1,1,9,3,53,1,0
1,0,1,1,112500.0,3,1,1,1,9,3,37,1,0
0,0,0,0,135000.0,2,4,3,1,4,1,42,1,0
0,0,1,0,207000.0,3,4,3,1,3,1,51,1,0
0,0,1,0,270000.0,0,2,1,1,4,2,40,1,0
0,1,0,2,315000.0,3,4,1,1,16,4,42,1,0
0,0,0,0,315000.0,0,4,1,1,7,2,37,1,0
0,0,1,0,112500.0,3,4,1,1,11,2,40,1,0
0,1,1,0,121500.0,3,1,1,1,16,2,27,1,0
0,0,1,1,225000.0,3,4,3,1,14,2,41,1,0
1,1,0,0,225000.0,3,4,0,3,9,2,57,1,0
0,1,1,1,157500.0,1,4,1,1,13,3,56,0,0
0,0,0,0,225000.0,2,4,1,1,11,2,37,1,0
0,1,1,0,135000.0,1,4,1,1,13,2,62,0,0
1,1,1,0,225000.0,2,4,1,1,7,2,37,1,0
0,1,1,0,270000.0,0,4,2,1,16,1,41,1,0
0,0,1,0,202500.0,1,4,4,1,13,1,57,0,0
1,0,1,1,135000.0,3,4,0,1,9,3,36,1,0
0,0,0,0,112500.0,1,4,0,1,13,2,63,0,0
0,1,1,0,157500.0,1,3,1,1,13,2,59,0,0
0,0,0,0,202500.0,3,4,2,1,9,1,46,1,0
0,1,1,0,135000.0,3,4,0,1,9,2,45,1,0
1,1,1,0,337500.0,3,1,1,1,9,2,64,1,0
1,1,1,0,90000.0,1,4,1,1,13,2,50,0,0
1,0,1,0,157500.0,3,1,1,1,9,2,38,1,0
1,0,1,0,270000.0,0,4,3,1,9,1,40,1,0
0,0,1,1,112500.0,0,4,0,1,16,3,40,1,0
1,0,1,0,135000.0,3,4,3,1,16,1,29,1,0
0,0,1,0,270000.0,0,4,3,1,0,1,58,1,0
1,1,1,0,112500.0,3,4,3,1,9,1,27,1,0
1,0,1,0,225000.0,0,4,1,1,2,2,32,1,0
0,0,1,0,54000.0,1,1,1,1,13,2,67,0,0
0,0,1,0,189000.0,0,4,1,1,2,2,55,1,0
0,1,1,1,135000.0,0,1,1,1,14,3,42,1,0
0,0,1,0,157500.0,1,4,3,1,13,1,66,0,0
0,0,1,0,121500.0,1,4,1,1,13,2,61,0,0
1,0,1,1,180000.0,3,1,1,5,3,3,42,1,0
0,0,1,0,121500.0,1,1,4,1,13,1,66,0,0
0,1,0,0,225000.0,3,1,0,1,11,2,39,1,0
0,0,0,0,180000.0,0,4,3,2,16,1,45,1,0
1,0,1,0,315000.0,3,4,1,1,9,2,53,1,0
1,1,1,0,112500.0,3,4,1,1,9,2,50,1,0
0,0,0,0,90000.0,0,4,1,1,2,2,23,1,0
0,1,1,0,90000.0,0,4,1,1,12,2,38,1,0
0,0,0,0,45000.0,3,4,2,1,16,1,39,1,0
1,1,1,0,180000.0,2,4,1,1,5,2,26,1,0
1,1,1,0,112500.0,3,4,3,1,9,1,27,1,0
1,1,1,1,135000.0,2,1,1,1,4,3,24,1,0
1,0,1,0,360000.0,0,4,1,1,11,2,34,1,0
1,1,1,0,135000.0,3,1,0,1,9,2,52,1,0
0,1,1,0,99000.0,3,4,1,1,9,2,57,1,0
1,0,1,0,270000.0,3,1,3,1,9,1,41,1,0
0,0,1,0,157500.0,3,1,1,1,4,2,33,1,0
1,1,0,0,180000.0,3,4,1,1,18,2,43,1,0
1,1,0,0,315000.0,3,4,1,1,5,2,45,1,0
0,0,0,0,112500.0,0,4,1,1,7,2,53,1,0
1,0,1,0,108000.0,3,4,1,1,9,2,43,1,0
0,0,1,0,180000.0,0,4,1,1,2,2,58,1,0
0,0,0,2,225000.0,3,4,1,1,12,4,38,1,0
1,1,1,0,90000.0,3,4,1,1,9,2,32,1,0
1,1,1,0,292500.0,2,1,1,1,7,2,34,1,0
0,0,1,2,157500.0,3,4,1,1,9,4,38,1,0
0,0,1,0,135000.0,3,4,2,1,9,1,40,1,0
0,1,0,0,315000.0,0,1,1,1,0,2,53,1,0
0,0,1,0,225000.0,3,1,1,1,11,2,44,1,0
0,1,1,1,333000.0,0,1,1,1,11,3,31,1,0
0,0,1,0,171000.0,3,4,3,1,0,1,54,1,0
0,0,0,2,130500.0,3,4,1,1,16,4,42,1,0
0,1,0,0,112500.0,3,4,1,1,9,2,28,1,0
1,1,0,1,202500.0,0,2,1,1,9,3,29,1,0
0,0,1,1,126000.0,3,1,1,1,16,3,34,1,0
1,1,1,0,225000.0,3,4,1,1,9,2,52,1,0
0,0,1,0,135000.0,3,4,1,1,9,2,56,1,0
0,0,1,1,112500.0,3,4,1,1,3,3,39,1,0
0,0,1,1,105750.0,3,4,1,5,1,3,34,1,0
1,1,1,0,180000.0,2,1,3,1,19,1,22,1,0
1,0,0,0,360000.0,0,1,1,1,11,2,55,1,0
1,1,0,0,157500.0,0,4,1,1,9,2,52,1,0
0,0,1,0,90000.0,1,4,3,1,13,1,63,0,0
0,0,1,0,112500.0,3,4,3,1,11,1,44,1,0
0,1,1,1,180000.0,3,4,1,1,9,3,34,1,0
1,1,1,0,225000.0,3,4,1,1,9,2,48,1,0
0,0,1,0,67500.0,1,4,3,1,13,1,56,0,0
1,1,1,0,270000.0,3,4,3,1,9,1,37,1,0
0,0,0,0,202500.0,0,1,1,1,7,2,31,1,0
0,1,1,0,144000.0,0,4,0,1,12,2,35,1,0
1,1,1,0,207000.0,1,1,1,1,13,2,66,0,0
1,1,0,0,180000.0,0,4,1,2,2,2,26,1,0
1,0,0,0,202500.0,3,4,0,1,5,2,62,1,0
1,0,0,0,180000.0,3,2,0,5,4,2,21,1,0
0,0,1,0,126000.0,3,4,1,1,0,2,65,1,0
1,1,1,0,157500.0,3,1,1,1,9,2,45,1,0
1,1,1,1,225000.0,2,4,1,1,9,3,32,1,0
0,1,1,0,202500.0,3,1,4,1,11,1,32,1,0
0,0,0,0,103500.0,3,4,3,1,16,1,33,1,0
1,0,1,0,90000.0,3,4,2,1,10,1,41,1,0
1,0,1,0,135000.0,2,4,1,4,19,2,28,1,0
1,1,0,0,67500.0,3,4,1,1,9,2,61,1,0
0,0,1,0,135000.0,2,2,1,1,4,2,42,1,0
0,0,1,1,382500.0,2,1,3,5,11,2,33,1,0
0,1,1,0,270000.0,3,4,2,1,9,1,46,1,0
1,0,0,0,202500.0,3,4,2,1,9,1,39,1,0
1,1,0,1,292500.0,3,4,2,1,9,2,34,1,0
0,0,0,0,225000.0,1,1,2,1,13,1,60,0,0
0,0,0,1,135000.0,0,4,1,5,16,3,37,1,0
0,0,0,0,76500.0,1,4,1,1,13,2,63,0,0
1,0,0,0,180000.0,3,4,1,1,9,2,37,1,0
0,0,1,0,90000.0,1,4,0,1,13,2,63,0,0
0,0,1,0,157500.0,3,4,1,1,9,2,54,1,0
0,0,0,0,306000.0,2,1,1,1,12,2,34,1,0
0,0,0,0,90000.0,1,4,3,2,13,1,55,0,0
0,1,0,0,193500.0,3,4,1,1,9,2,57,1,0
0,0,1,0,270000.0,1,1,1,1,13,2,57,0,0
0,0,1,0,112500.0,1,4,1,1,13,2,62,0,0
1,0,1,0,202500.0,3,4,1,1,7,2,52,1,0
0,0,1,0,180000.0,0,4,4,1,9,1,54,1,0
0,0,1,0,139500.0,3,4,1,1,3,2,51,1,0
1,1,0,2,135000.0,3,4,1,5,9,4,45,1,0
1,1,0,0,202500.0,3,4,1,1,5,2,52,1,0
0,1,1,0,112500.0,3,1,1,1,9,2,27,1,0
1,1,1,0,126000.0,1,4,2,1,13,1,55,0,0
0,0,1,0,193500.0,1,2,4,1,13,1,66,0,0
0,1,1,0,112500.0,3,4,1,1,16,2,47,1,0
1,1,1,0,337500.0,3,1,1,1,11,2,49,1,0
0,0,1,0,157500.0,3,1,3,1,9,1,60,1,0
1,1,0,1,193500.0,3,1,1,1,9,3,49,1,0
0,0,1,2,180000.0,0,4,1,1,4,4,35,1,0
0,1,0,1,315000.0,0,1,1,1,2,3,30,1,0
1,1,1,0,180000.0,1,1,1,1,13,2,64,0,0
0,0,0,0,90000.0,1,4,3,2,13,1,64,0,0
1,1,0,0,180000.0,3,1,1,5,4,2,31,1,0
0,0,1,0,112500.0,3,1,0,1,4,2,35,1,0
1,1,0,2,157500.0,3,4,1,2,1,4,34,1,0
0,0,1,0,135000.0,3,4,1,1,1,2,49,1,0
1,1,0,0,315000.0,3,1,1,1,11,2,43,1,0
0,1,1,0,112500.0,3,4,4,1,9,1,53,1,0
0,0,1,0,135000.0,1,4,1,1,13,2,63,0,0
1,1,0,1,99000.0,1,4,1,1,13,3,51,0,0
1,1,0,0,270000.0,0,1,3,1,4,1,26,1,0
0,0,0,1,112500.0,0,1,1,5,4,3,33,1,0
0,0,0,1,180000.0,2,1,1,1,4,3,38,1,0
0,0,1,0,141750.0,1,1,1,1,13,2,55,0,0
0,0,1,0,180000.0,3,1,1,1,16,2,52,1,0
0,0,1,0,112500.0,2,4,0,1,12,2,50,1,0
0,0,1,1,225000.0,3,4,1,5,1,3,27,1,0
0,0,0,0,270000.0,3,2,0,1,12,2,24,1,0
1,1,0,0,202500.0,3,1,1,1,9,2,41,1,0
1,1,1,0,135000.0,3,4,1,3,5,2,40,1,0
1,1,1,2,292500.0,0,4,1,1,2,4,33,1,0
0,0,1,0,202500.0,3,4,0,1,4,2,30,1,0
0,1,0,0,99000.0,3,4,1,1,3,2,40,1,0
1,0,1,0,202500.0,0,4,1,1,9,2,48,1,0
0,0,1,0,306000.0,0,1,1,1,2,2,40,1,0
0,0,0,0,148500.0,1,4,4,1,13,1,56,0,0
0,0,0,1,135000.0,3,1,1,1,4,3,28,1,0
1,1,0,0,180000.0,0,4,1,2,5,2,38,1,0
0,0,1,1,180000.0,1,1,1,1,13,3,51,0,0
0,0,1,0,157500.0,1,4,4,1,13,1,65,0,0
0,0,1,0,247500.0,0,1,3,1,4,1,59,1,0
0,0,0,0,112500.0,0,1,3,5,9,1,24,1,0
1,1,1,0,180000.0,3,4,1,1,9,2,47,1,0
0,0,0,0,198000.0,1,4,4,1,13,1,60,0,0
0,1,1,1,135000.0,0,1,1,1,2,3,30,1,0
1,0,0,0,67500.0,2,4,1,1,9,2,31,1,0
1,1,1,0,202500.0,3,4,1,1,9,2,51,1,0
0,1,0,0,315000.0,0,4,0,1,4,2,54,1,0
0,0,1,0,292500.0,3,1,1,1,7,2,51,1,0
0,1,1,0,148500.0,0,4,1,3,4,2,46,1,0
0,1,1,0,202500.0,3,1,4,1,11,1,32,1,0
1,1,1,0,180000.0,3,4,1,1,5,2,59,1,0
0,0,1,0,90000.0,3,4,1,1,9,2,29,1,0
1,1,1,1,135000.0,3,4,1,1,10,3,41,1,0
0,0,1,0,135000.0,2,2,3,5,19,1,27,1,0
0,0,0,0,261000.0,0,2,1,1,2,2,27,1,0
0,0,1,1,135000.0,3,1,1,1,7,3,42,1,0
0,0,1,0,112500.0,3,4,1,1,7,2,50,1,0
1,1,0,0,135000.0,3,4,1,1,16,2,28,1,0
0,0,1,0,135000.0,3,4,4,1,7,1,60,1,0
1,1,1,0,360000.0,1,4,1,1,13,2,38,0,0
0,0,0,2,171000.0,3,4,1,1,4,4,40,1,0
0,0,0,1,40500.0,2,4,1,4,3,3,35,1,0
0,0,0,0,130500.0,3,4,0,1,1,2,41,1,0
0,0,0,0,306000.0,0,1,1,1,11,2,29,1,0
0,1,0,0,202500.0,0,4,1,2,0,2,58,1,0
0,0,1,0,112500.0,3,4,1,1,9,2,64,1,0
1,1,0,2,112500.0,3,4,1,1,9,4,35,1,0
0,0,0,0,90000.0,3,4,1,1,17,2,47,1,0
0,1,0,0,153000.0,1,4,4,1,13,1,64,0,0
0,1,0,1,135000.0,3,1,1,4,0,3,30,1,0
0,0,1,0,180000.0,1,4,3,1,13,1,56,0,0
0,0,0,0,112500.0,1,4,1,1,13,2,58,0,0
0,0,0,0,90000.0,3,1,2,1,4,1,59,1,0
1,1,1,2,157500.0,0,1,1,1,4,4,37,1,0
1,1,1,0,247500.0,2,4,0,1,7,2,32,1,0
1,0,0,0,112500.0,1,4,1,1,13,2,63,0,0
0,1,1,1,67500.0,3,4,1,1,9,3,35,1,0
1,0,1,2,360000.0,2,1,1,1,11,4,43,1,0
0,0,1,2,315000.0,0,1,1,1,11,4,29,1,0
0,0,1,0,157500.0,3,4,1,1,1,2,41,1,0
1,0,1,0,135000.0,1,4,0,1,13,2,63,0,0
0,0,1,0,166500.0,3,2,1,1,9,2,29,1,0
1,0,1,0,225000.0,3,4,1,1,12,2,55,1,0
0,0,0,0,135000.0,0,2,3,1,0,1,48,1,0
0,0,0,1,135000.0,0,4,2,1,7,2,41,1,0
0,0,1,0,193500.0,3,4,3,1,9,1,50,1,0
1,1,1,0,247500.0,2,4,0,1,7,2,32,1,0
0,1,1,0,315000.0,3,1,1,1,9,2,58,1,0
0,0,0,1,90000.0,3,4,1,5,9,3,27,1,0
1,0,1,2,270000.0,3,4,1,1,18,4,34,1,0
0,1,1,0,243000.0,3,4,3,1,16,1,40,1,0
1,1,1,1,180000.0,0,4,1,1,7,3,43,1,0
1,0,1,2,112500.0,3,4,1,1,18,4,43,1,0
1,1,1,0,337500.0,3,1,1,1,9,2,64,1,0
0,0,0,0,135000.0,1,1,1,2,13,2,53,0,0
0,0,1,0,117000.0,3,4,1,1,11,2,47,1,0
0,0,0,0,202500.0,3,4,1,5,11,2,35,1,0
0,1,1,0,270000.0,1,4,1,1,13,2,66,0,0
1,0,1,0,202500.0,0,4,1,1,4,2,22,1,0
0,0,0,0,135000.0,3,4,3,1,9,1,46,1,0
0,0,1,0,216000.0,3,4,1,1,4,2,42,1,0
0,0,1,0,135000.0,3,4,4,1,11,1,39,1,0
0,0,0,1,225000.0,0,4,1,1,15,3,28,1,0
1,1,0,0,81000.0,3,4,1,1,9,2,48,1,0
1,1,1,1,180000.0,3,4,0,1,11,3,38,1,0
1,1,0,0,292500.0,1,4,1,1,13,2,51,0,0
1,0,0,0,225000.0,0,1,1,5,11,2,35,1,0
0,0,1,0,157500.0,3,4,1,1,4,2,50,1,0
0,0,1,0,157500.0,0,4,3,1,2,1,49,1,0
1,1,0,2,166500.0,0,1,1,1,4,4,33,1,0
0,1,1,0,180000.0,3,4,4,1,16,1,42,1,0
0,0,1,0,45000.0,1,4,1,1,13,2,56,0,0
0,0,1,1,315000.0,2,4,0,1,4,3,30,1,0
0,1,1,0,180000.0,0,1,3,1,4,1,41,1,0
0,0,0,2,90000.0,3,4,1,1,9,4,32,1,0
1,1,1,1,148500.0,3,4,1,1,9,3,40,1,0
0,1,0,0,135000.0,3,4,1,1,1,2,52,1,0
1,1,1,0,144000.0,0,1,1,1,11,2,52,1,0
1,0,0,1,360000.0,3,4,1,1,11,3,41,1,0
0,0,0,0,90000.0,3,4,0,1,20,2,31,1,0
1,0,0,0,157500.0,3,4,1,1,11,2,47,1,0
1,0,1,2,135000.0,3,4,1,1,9,4,31,1,0
0,0,0,1,292500.0,3,2,1,1,16,3,34,1,0
0,0,0,0,112500.0,2,4,4,1,19,1,52,1,0
0,0,1,0,216000.0,3,4,3,1,12,1,49,1,0
1,1,0,0,126000.0,0,2,1,1,9,2,28,1,0
1,1,0,1,135000.0,3,4,1,1,9,3,51,1,0
0,0,1,0,189000.0,1,2,4,1,13,1,59,0,0
1,0,1,0,337500.0,3,4,3,1,7,1,45,1,0
0,0,1,0,44550.0,1,4,1,1,13,2,62,0,0
0,1,1,0,112500.0,3,4,0,1,3,2,37,1,0
0,0,1,1,157500.0,3,4,1,1,9,3,28,1,0
1,0,1,2,112500.0,3,4,0,1,9,4,39,1,0
0,0,1,2,135000.0,3,4,1,1,9,4,34,1,0
1,1,1,0,135000.0,3,4,1,1,9,2,52,1,0
1,1,1,0,301500.0,3,4,1,4,9,2,24,1,0
0,1,0,0,112500.0,3,4,1,1,3,2,38,1,0
1,1,0,0,90000.0,3,4,3,1,9,1,22,1,0
0,0,0,0,67500.0,1,4,2,1,13,1,58,0,0
1,1,1,0,292500.0,3,1,1,1,11,2,28,1,0
0,1,1,2,315000.0,0,1,1,5,11,4,34,1,0
0,0,1,0,117000.0,3,4,1,1,9,2,47,1,0
0,0,1,0,157500.0,1,4,3,1,13,1,56,0,0
0,1,0,0,67500.0,3,4,1,1,9,2,31,1,0
1,1,1,0,189000.0,1,4,2,1,13,1,54,0,0
0,0,0,0,202500.0,3,1,0,1,4,2,41,1,0
1,0,1,1,157500.0,0,4,1,1,9,3,29,1,0
0,1,0,1,225000.0,3,1,0,1,4,3,37,1,0
0,0,0,1,112500.0,3,4,1,1,9,3,35,1,0
0,1,1,0,202500.0,0,4,1,1,0,2,50,1,0
1,0,0,0,180000.0,0,4,1,1,2,2,41,1,0
0,0,1,1,225000.0,0,1,1,1,11,3,26,1,0
0,0,1,2,157500.0,0,1,1,1,7,4,37,1,0
1,0,0,0,180000.0,3,1,1,1,9,2,39,1,0
0,0,0,1,112500.0,3,4,0,1,4,3,40,1,0
0,0,1,0,81000.0,3,4,1,1,16,2,54,1,0
0,1,1,1,90000.0,2,4,1,1,12,3,48,1,0
0,0,1,0,180000.0,0,1,1,1,2,2,60,1,0
0,0,1,0,94500.0,1,4,4,1,13,1,66,0,0
0,0,1,0,180000.0,0,1,1,1,2,2,60,1,0
1,1,0,0,315000.0,0,4,0,1,11,2,38,1,0
0,0,1,2,54000.0,3,4,1,1,16,4,27,1,0
0,0,1,0,112500.0,1,4,1,1,13,2,61,0,0
0,0,1,2,157500.0,3,4,1,1,16,4,29,1,0
0,0,1,0,180000.0,0,4,0,1,9,2,37,1,0
0,0,0,0,225000.0,3,4,1,1,16,2,55,1,0
1,1,1,1,360000.0,3,1,1,1,5,3,42,1,0
0,0,1,0,112500.0,1,4,4,1,13,1,62,0,0
1,1,1,1,292500.0,0,1,1,1,2,3,34,1,0
1,0,0,0,360000.0,3,4,0,1,9,2,34,1,0
1,1,1,0,225000.0,3,1,3,5,9,1,25,1,0
0,0,1,1,126000.0,0,4,1,1,9,3,49,1,0
0,0,0,0,135000.0,1,4,4,2,13,1,64,0,0
0,0,0,0,270000.0,3,4,1,1,7,2,48,1,0
0,0,1,0,157500.0,2,4,4,1,5,1,62,1,0
0,1,1,0,216000.0,3,4,1,1,11,2,58,1,0
1,1,1,2,337500.0,3,2,1,1,9,4,34,1,0
1,1,1,0,225000.0,3,1,1,4,16,2,29,1,0
0,0,1,1,108000.0,3,4,1,1,9,3,43,1,0
1,1,0,0,225000.0,0,4,1,1,9,2,48,1,0
0,0,0,0,180000.0,3,2,1,1,9,2,53,1,0
0,0,1,0,180000.0,3,4,1,1,9,2,47,1,0
0,1,1,1,135000.0,3,1,1,1,4,3,36,1,0
